"","Gene","SLE001h","SLE002h","SLE004h","SLE005h","SLE006h","SLE007h","SLE008h","SLE010h","SLE011h","SLE012h","SLE013h","SLE014h","SLE015h","SLE016h"
"360","AC003975.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"361","AC003982.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"362","AC003984.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"363","AC003985.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"364","AC003985.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"365","AC003986.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"366","AC003986.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"367","AC003986.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"368","AC003988.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"369","AC003989.1",0,0,1,0,0,0,0,0,0,1,0,0,0,0
"370","AC003989.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"371","AC003991.1",5,10,11,10,21,4,0,15,15,30,18,23,23,0
"372","AC003991.2",0,0,1,0,0,0,0,0,0,1,0,1,0,0
"373","AC003992.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"374","AC004000.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"375","AC004004.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"376","AC004006.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"377","AC004009.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"378","AC004009.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"379","AC004009.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"380","AC004012.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"381","AC004014.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"382","AC004014.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"383","AC004022.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"384","AC004022.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"385","AC004023.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"386","AC004024.1",0,0,1,0,0,0,0,2,1,0,0,2,0,0
"387","AC004034.1",0,1,4,1,0,1,2,3,0,2,0,1,6,1
"388","AC004039.1",0,1,2,0,1,0,0,0,0,1,2,1,1,0
"389","AC004052.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"390","AC004053.1",1,0,3,1,0,1,0,0,0,1,0,1,1,1
"391","AC004054.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"392","AC004057.1",0,0,0,3,0,0,2,0,0,0,0,0,0,0
"393","AC004062.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"394","AC004063.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"395","AC004066.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"396","AC004066.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"397","AC004067.1",1,5,5,1,4,2,0,7,1,5,6,5,5,1
"398","AC004069.1",8,13,15,4,13,4,3,24,22,18,17,37,14,2
"399","AC004069.2",0,0,0,0,0,1,0,0,0,0,0,0,1,0
"400","AC004074.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"401","AC004076.1",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"402","AC004076.2",0,7,6,1,5,2,0,6,0,5,3,2,1,0
"403","AC004080.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"404","AC004080.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"405","AC004080.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"406","AC004080.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"407","AC004080.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"408","AC004080.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"409","AC004112.1",0,0,2,0,2,4,0,0,0,2,2,1,0,0
"410","AC004129.1",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"411","AC004129.2",2,1,0,0,0,0,0,0,0,0,1,0,0,2
"412","AC004130.1",0,0,0,0,2,0,2,3,3,4,1,0,0,0
"413","AC004134.1",0,0,0,0,0,2,0,1,1,1,0,1,0,0
"414","AC004147.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"415","AC004147.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"416","AC004147.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"417","AC004147.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"418","AC004147.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"419","AC004148.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"420","AC004148.2",3,19,30,21,14,16,19,27,10,39,23,39,11,1
"421","AC004149.1",0,1,0,0,0,0,0,0,0,2,1,0,0,0
"422","AC004156.1",2,1,0,0,0,0,0,1,0,0,1,2,1,0
"423","AC004158.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"424","AC004160.1",0,0,2,0,0,0,0,0,0,0,0,0,0,0
"425","AC004160.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"426","AC004217.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"427","AC004217.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"428","AC004221.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"429","AC004223.1",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"430","AC004223.2",0,1,0,0,0,0,0,0,0,2,1,0,0,0
"431","AC004223.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"432","AC004223.4",0,1,2,1,0,1,0,2,2,3,1,4,2,0
"433","AC004224.1",0,0,0,0,0,0,0,1,0,2,0,0,0,0
"434","AC004224.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"435","AC004231.1",0,0,3,1,4,0,0,4,3,2,0,4,0,1
"436","AC004231.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"437","AC004232.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"438","AC004232.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"439","AC004232.3",0,0,2,0,1,2,0,0,0,0,0,0,1,0
"440","AC004233.1",1,3,3,1,2,1,0,1,0,3,1,3,3,0
"441","AC004233.2",2,1,1,1,2,0,0,0,0,0,1,2,1,0
"442","AC004233.3",14,18,11,10,7,2,2,15,18,12,10,52,12,5
"443","AC004233.4",0,0,0,2,0,0,0,0,0,0,0,0,0,0
"444","AC004241.1",4,28,17,7,11,7,6,20,9,13,18,38,10,9
"445","AC004241.2",2,6,5,1,2,0,1,9,0,1,8,8,0,1
"446","AC004241.3",4,7,8,2,6,4,4,8,5,10,2,12,3,3
"447","AC004241.4",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"448","AC004241.5",0,8,4,3,7,5,2,19,1,5,10,21,2,2
"449","AC004253.1",1,2,2,7,2,1,3,5,1,9,6,7,2,0
"450","AC004253.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"451","AC004257.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"452","AC004263.2",0,1,4,0,1,0,1,0,0,1,2,1,0,0
"453","AC004264.1",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"454","AC004264.2",0,1,0,0,0,0,0,2,0,1,1,1,0,0
"455","AC004381.1",0,0,2,0,0,0,0,0,0,0,1,0,0,0
"456","AC004381.2",0,1,1,1,0,1,0,1,1,1,4,0,3,0
"457","AC004383.1",0,0,1,1,0,0,0,0,1,0,0,0,0,0
"458","AC004386.1",0,1,2,0,0,0,0,0,1,1,0,1,2,0
"459","AC004386.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"460","AC004408.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"461","AC004408.2",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"462","AC004415.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"463","AC004448.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"464","AC004448.4",0,0,0,0,0,0,1,0,0,0,1,1,1,0
"465","AC004448.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"466","AC004449.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"467","AC004453.1",0,7,13,16,10,13,6,11,13,29,12,18,10,15
"468","AC004453.2",0,0,1,0,0,0,0,0,1,1,0,1,0,0
"469","AC004461.1",0,0,0,0,0,0,0,0,0,1,1,0,0,0
"470","AC004466.1",0,1,2,0,0,1,0,2,1,1,3,2,2,0
"471","AC004466.2",1,0,6,1,1,0,1,2,0,8,3,2,2,0
"472","AC004466.3",0,3,4,1,0,0,1,3,1,2,0,4,1,0
"473","AC004467.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"474","AC004470.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"475","AC004471.1",4,1,3,2,2,1,2,1,1,2,0,1,0,0
"476","AC004471.2",1,1,0,3,1,0,0,5,0,0,0,3,0,0
"477","AC004477.1",0,4,4,1,2,3,4,5,6,2,4,8,2,0
"478","AC004477.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"479","AC004477.3",0,1,2,1,0,1,1,1,0,0,3,2,1,1
"480","AC004485.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"481","AC004486.1",0,1,0,0,0,0,0,0,0,1,0,0,0,0
"482","AC004490.1",0,1,1,0,0,0,0,0,0,2,3,0,1,0
"483","AC004491.1",0,0,2,0,0,0,0,0,0,3,2,0,0,0
"484","AC004492.1",1,2,9,9,3,7,1,7,3,15,11,15,2,0
"485","AC004494.1",0,3,22,18,18,18,4,22,4,26,26,15,12,1
"486","AC004494.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"487","AC004520.1",1,9,13,7,5,7,2,18,1,17,8,11,5,0
"488","AC004522.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"489","AC004522.2",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"490","AC004528.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"491","AC004528.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"492","AC004540.1",1,1,0,0,0,0,1,2,0,0,0,1,0,0
"493","AC004540.2",1,0,1,0,1,0,1,2,3,6,3,1,2,1
"494","AC004542.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"495","AC004542.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"496","AC004543.1",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"497","AC004551.1",0,3,4,0,0,0,0,8,1,0,1,3,0,0
"498","AC004552.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"499","AC004554.1",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"500","AC004554.2",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"501","AC004556.1",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"502","AC004584.1",0,0,0,0,0,1,0,1,1,0,0,2,0,0
"503","AC004584.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"504","AC004584.3",0,0,1,1,0,1,0,0,2,0,0,2,0,0
"505","AC004585.1",1,12,34,18,23,7,16,52,16,20,20,42,4,14
"506","AC004585.2",0,0,0,1,0,0,0,0,0,0,1,0,0,0
"507","AC004590.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"508","AC004593.1",0,0,0,0,0,0,0,0,0,0,2,0,0,0
"509","AC004594.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"510","AC004596.1",0,0,4,3,6,3,2,7,12,2,7,12,2,1
"511","AC004597.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"512","AC004623.1",0,1,0,0,0,2,0,2,0,0,0,1,2,0
"513","AC004637.1",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"514","AC004656.1",60,264,257,140,237,139,111,241,299,234,303,444,261,124
"515","AC004672.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"516","AC004672.2",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"517","AC004674.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"518","AC004678.1",1,1,0,1,0,0,0,0,0,1,0,0,0,1
"519","AC004678.2",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"520","AC004687.1",92,483,420,307,251,172,275,508,124,243,369,506,174,22
"521","AC004690.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"522","AC004690.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"523","AC004691.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"524","AC004691.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"525","AC004692.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"526","AC004692.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"527","AC004696.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"528","AC004696.2",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"529","AC004702.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530","AC004704.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"531","AC004706.1",0,7,6,2,1,1,0,0,0,6,1,4,1,0
"532","AC004706.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"533","AC004706.3",0,7,14,9,3,13,5,7,10,29,6,14,4,2
"534","AC004706.4",2,2,6,2,5,6,2,3,6,5,2,0,0,2
"535","AC004707.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"536","AC004754.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"537","AC004771.1",2,1,8,0,0,1,1,6,0,4,5,2,1,0
"538","AC004771.2",0,0,0,0,2,0,0,0,0,0,1,0,0,0
"539","AC004771.3",0,1,1,6,3,3,1,5,1,7,4,2,2,0
"540","AC004771.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"541","AC004771.5",1,1,2,0,1,1,0,0,0,1,0,3,0,0
"542","AC004775.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"543","AC004777.1",0,1,0,0,0,1,0,0,1,2,1,1,0,0
"544","AC004784.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"545","AC004790.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"546","AC004790.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"547","AC004792.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"548","AC004801.1",1,0,1,0,0,0,1,1,0,0,0,0,2,1
"549","AC004801.2",1,3,8,4,0,4,4,2,0,1,4,5,3,3
"550","AC004801.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"551","AC004801.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"552","AC004801.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"553","AC004801.6",0,4,5,7,5,1,3,7,4,3,5,4,2,2
"554","AC004801.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"555","AC004803.1",1,0,4,5,1,0,1,2,6,10,0,5,1,2
"556","AC004805.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"557","AC004805.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"558","AC004805.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"559","AC004808.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"560","AC004808.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"561","AC004812.1",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"562","AC004812.2",7,12,16,6,3,8,8,14,7,13,13,17,11,4
"563","AC004816.1",0,3,0,0,0,4,4,0,1,1,3,1,0,2
"564","AC004816.2",0,0,0,0,0,0,0,0,1,0,0,0,1,0
"565","AC004817.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"566","AC004817.2",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"567","AC004817.3",1,0,0,1,0,1,0,1,0,3,1,0,0,0
"568","AC004817.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"569","AC004824.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"570","AC004825.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"571","AC004825.2",4,6,3,4,0,1,1,6,1,1,3,5,2,2
"572","AC004828.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"573","AC004830.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"574","AC004832.1",0,0,0,0,0,0,0,0,0,0,0,0,0,2
"575","AC004832.2",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"576","AC004832.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"577","AC004832.4",0,0,1,0,0,0,0,0,1,0,0,0,1,0
"578","AC004832.5",0,0,0,0,0,1,0,0,0,0,0,2,1,0
"579","AC004832.6",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"580","AC004834.1",0,0,0,0,0,2,0,0,0,1,0,0,0,0
"581","AC004835.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"582","AC004835.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"583","AC004836.1",0,0,0,0,0,0,0,1,0,0,1,1,0,0
"584","AC004837.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"585","AC004837.2",2,1,1,0,1,0,0,0,0,2,1,1,0,0
"586","AC004837.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"587","AC004839.1",1,0,0,0,0,0,1,1,0,0,0,0,0,0
"588","AC004840.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"589","AC004840.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"590","AC004846.1",1,4,5,5,6,5,6,10,12,7,9,10,3,2
"591","AC004846.2",2,6,3,2,2,1,6,3,5,10,7,5,0,1
"592","AC004847.1",23,50,117,45,66,40,76,139,63,52,85,131,31,18
"593","AC004852.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"594","AC004852.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"595","AC004852.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"596","AC004853.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"597","AC004854.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"598","AC004854.2",1,0,0,0,0,0,1,0,0,0,1,0,1,0
"599","AC004858.1",0,0,1,0,0,0,0,0,0,0,1,0,0,0
"600","AC004862.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"601","AC004865.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"602","AC004865.2",6,10,36,23,41,11,29,32,18,24,19,21,9,7
"603","AC004866.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"604","AC004866.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"605","AC004869.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"606","AC004869.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"607","AC004870.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"608","AC004870.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"609","AC004870.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"610","AC004870.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"611","AC004872.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"612","AC004875.1",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"613","AC004877.1",0,6,1,0,1,2,0,0,4,1,1,2,0,0
"614","AC004877.2",1,2,7,4,3,3,1,6,3,10,6,12,4,1
"615","AC004882.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"616","AC004882.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"617","AC004884.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"618","AC004884.2",0,3,0,0,3,0,1,1,2,0,0,4,2,2
"619","AC004888.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"620","AC004889.1",0,0,1,0,0,1,0,4,1,0,0,0,0,0
"621","AC004890.1",0,1,6,2,4,5,1,6,7,10,3,2,4,0
"622","AC004890.2",2,5,18,9,9,17,8,16,7,27,16,19,10,0
"623","AC004890.3",0,1,3,1,0,0,0,2,1,1,0,1,0,0
"624","AC004893.1",1,0,1,0,0,0,0,1,0,0,1,0,1,0
"625","AC004893.2",13,44,43,21,33,35,14,39,24,49,48,49,29,5
"626","AC004895.1",0,0,1,0,1,0,0,3,0,0,4,2,0,0
"627","AC004898.1",0,2,0,4,0,3,0,1,0,1,2,0,0,0
"628","AC004899.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"629","AC004899.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"630","AC004906.1",1,1,1,0,0,4,0,3,1,2,3,0,1,0
"631","AC004908.1",0,0,3,0,2,3,1,3,1,3,1,4,2,0
"632","AC004908.2",0,2,0,0,0,2,0,3,1,1,1,2,0,0
"633","AC004908.3",0,1,2,0,1,0,0,2,1,1,2,5,3,0
"634","AC004910.1",0,1,0,0,0,0,0,0,0,0,0,0,1,0
"635","AC004911.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"636","AC004917.1",0,2,4,0,1,4,0,4,1,1,5,9,2,0
"637","AC004918.1",0,8,25,9,8,16,6,18,8,21,15,22,17,1
"638","AC004918.3",1,11,23,14,21,25,6,34,7,69,28,35,30,6
"639","AC004920.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"640","AC004921.1",0,4,3,2,2,1,3,2,0,0,3,3,3,0
"641","AC004922.1",1,0,1,0,1,0,0,1,0,4,0,1,0,0
"642","AC004923.1",0,0,0,0,0,0,0,0,0,1,0,1,1,0
"643","AC004923.2",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"644","AC004923.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"645","AC004923.4",1,6,6,1,3,3,1,3,4,1,6,4,1,1
"646","AC004925.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"647","AC004930.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"648","AC004936.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"649","AC004938.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"650","AC004941.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"651","AC004941.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"652","AC004943.1",0,0,2,0,0,0,1,0,0,2,0,0,0,0
"653","AC004943.2",1,3,2,7,9,6,2,9,3,5,1,6,2,1
"654","AC004943.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"655","AC004944.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"656","AC004945.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"657","AC004946.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"658","AC004947.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"659","AC004947.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"660","AC004948.1",0,0,0,0,0,0,0,0,0,2,0,0,0,0
"661","AC004951.1",0,2,0,0,0,0,0,2,1,2,2,3,0,0
"662","AC004951.2",2,3,3,2,3,1,1,6,2,3,4,6,0,1
"663","AC004951.3",0,0,0,0,1,0,1,0,0,0,0,0,0,0
"664","AC004951.4",0,2,1,1,1,1,0,4,0,0,1,3,0,1
"665","AC004965.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"666","AC004967.1",2,4,10,2,4,4,4,3,2,7,5,11,2,1
"667","AC004969.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"668","AC004972.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"669","AC004973.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"670","AC004975.1",0,0,0,0,0,0,1,1,0,0,0,1,1,0
"671","AC004975.2",2,0,2,0,1,2,2,0,0,2,3,0,0,1
"672","AC004980.1",7,3,3,4,4,4,6,4,3,5,6,13,7,0
"673","AC004980.2",0,0,0,1,0,0,0,1,0,1,0,0,0,0
"674","AC004980.3",0,0,0,0,0,0,0,1,0,1,0,0,0,0
"675","AC004980.4",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"676","AC004982.1",0,0,2,1,0,0,0,3,0,3,3,3,2,0
"677","AC004982.2",5,3,10,7,3,5,0,9,1,4,5,11,2,1
"678","AC004986.1",0,0,0,0,0,0,1,0,0,0,1,0,0,0
"679","AC004987.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"680","AC004987.2",2,0,0,0,0,5,1,0,0,0,0,0,1,0
"681","AC004987.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"682","AC004987.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"683","AC004988.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"684","AC004990.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"685","AC004994.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"686","AC004997.1",0,0,0,1,0,0,0,0,0,0,1,0,1,0
"687","AC005000.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"688","AC005000.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"689","AC005002.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"690","AC005002.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"691","AC005005.1",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"692","AC005005.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"693","AC005005.3",1,2,1,2,0,1,0,3,1,2,2,0,2,0
"694","AC005005.4",0,0,1,0,0,0,1,0,0,0,0,1,0,0
"695","AC005006.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"696","AC005008.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"697","AC005008.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"698","AC005009.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"699","AC005009.2",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"700","AC005011.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"701","AC005013.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"702","AC005014.1",0,0,0,2,0,1,0,0,1,1,0,1,1,0
"703","AC005014.2",0,1,0,0,0,1,1,0,0,2,0,3,4,0
"704","AC005014.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"705","AC005019.1",1,1,2,2,1,1,1,0,6,3,3,6,3,1
"706","AC005019.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"707","AC005020.1",0,0,0,1,1,0,0,0,0,2,1,1,1,0
"708","AC005020.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"709","AC005021.1",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"710","AC005033.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"711","AC005034.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"712","AC005034.2",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"713","AC005034.3",5,12,34,14,17,7,16,24,16,19,21,30,7,6
"714","AC005034.4",0,1,0,0,0,0,0,1,0,0,0,0,0,0
"715","AC005034.5",1,1,1,1,0,1,0,3,0,0,1,0,0,0
"716","AC005037.1",0,1,0,0,0,0,0,0,1,0,0,0,0,1
"717","AC005040.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"718","AC005041.1",0,0,0,0,0,0,0,0,0,2,1,0,1,0
"719","AC005041.2",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"720","AC005041.3",0,2,3,3,2,2,1,4,1,1,8,3,0,1
"721","AC005042.1",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"722","AC005042.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"723","AC005042.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"724","AC005046.1",2,2,3,1,0,0,0,1,0,0,0,3,0,0
"725","AC005050.1",0,0,0,0,0,1,0,0,0,1,0,0,0,0
