,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
AC004253.1,2.981133529,0.022777758,0.328075582,0.069428386,0.944648635,0.99722229
ARHGAP31-AS1,0.446445848,0.022792266,0.223421211,0.10201478,0.918744943,0.99722229
TPT1-AS1,34.24951252,0.022807693,0.220591751,0.103393228,0.917650887,0.99722229
IER3IP1,68.53705575,0.022837235,0.203916316,0.11199317,0.910828822,0.99722229
AC021678.2,0.271782285,0.022888671,0.166492321,0.137475834,0.890654693,0.99722229
MBTD1,181.8501802,0.022904671,0.179686911,0.127469891,0.898568503,0.99722229
AC244021.1,0.875830102,0.022912171,0.268771067,0.085247907,0.932064305,0.99722229
TMEM248,521.6510301,0.022924657,0.080842674,0.283571235,0.776738983,0.99722229
AC011921.1,0.754239283,0.022927331,0.250264663,0.091612338,0.927006049,0.99722229
MOCOS,0.610163101,0.02293012,0.179468092,0.127767112,0.898333278,0.99722229
AC106739.1,0.383429534,0.022989775,0.14551786,0.157985932,0.874467884,0.99722229
SAV1,48.45983956,0.02302698,0.186526093,0.123451789,0.901749349,0.99722229
INPPL1,682.1303851,0.023081256,0.153412331,0.150452415,0.88040769,0.99722229
BEX5,6.421041008,0.023094336,0.326983785,0.070628383,0.943693521,0.99722229
THOC6,79.2509508,0.023125958,0.197353432,0.117180422,0.906717081,0.99722229
AC008764.6,4.426942405,0.023152539,0.325822727,0.071058697,0.94335104,0.99722229
AC116049.1,1.852366286,0.02323747,0.323570336,0.071815825,0.942748479,0.99722229
USP34,765.060555,0.023239859,0.216671617,0.107258438,0.914583956,0.99722229
ACTBP8,6.804426005,0.023280697,0.204781693,0.113685439,0.909487156,0.99722229
BX248409.1,1.75445232,0.02328086,0.30692729,0.075851385,0.939537335,0.99722229
MTG1,16.87849493,0.023317166,0.265019311,0.087982895,0.929890271,0.99722229
LIG3,109.3394767,0.023321533,0.133528793,0.174655464,0.861350364,0.99722229
AC007879.4,0.420000054,0.023339631,0.240052417,0.097227226,0.922545947,0.99722229
ATP8A2P2,0.607525501,0.023346057,0.243414019,0.095910897,0.92359134,0.99722229
CNKSR2,13.4870509,0.023350206,0.313696831,0.07443558,0.940663798,0.99722229
CTSV,0.749144075,0.023406203,0.279221924,0.083826524,0.933194359,0.99722229
AC063977.6,2.811263628,0.023470729,0.320399295,0.073254623,0.941603501,0.99722229
SLC25A46,199.2391911,0.023517947,0.177985205,0.132134278,0.894878084,0.99722229
SLC25A13,55.61393802,0.023531556,0.192615363,0.122168637,0.902765464,0.99722229
KLRA1P,25.54807385,0.023566886,0.242562554,0.097157974,0.922600942,0.99722229
RPL7AP65,0.276005076,0.023583204,0.165076478,0.142862294,0.886398938,0.99722229
TMEM176A,270.0642453,0.02358574,0.323492446,0.072909708,0.941877969,0.99722229
PDIA3P1,6.583423106,0.023598646,0.304788768,0.077426233,0.938284473,0.99722229
FOXN3-AS1,7.655367222,0.023620179,0.302749732,0.078018826,0.937813078,0.99722229
PYROXD2,39.44103684,0.023621117,0.203032385,0.116341624,0.907381798,0.99722229
MYO9A,143.141876,0.023625914,0.223196687,0.10585244,0.915699429,0.99722229
RPLP2,4730.219119,0.023628191,0.212843299,0.111012145,0.911606716,0.99722229
SUSD1,258.7009117,0.023634601,0.234025832,0.100991419,0.919557272,0.99722229
IL10,0.540950319,0.023675399,0.255130576,0.092797183,0.926064689,0.99722229
BAG4,71.94454843,0.023687058,0.170741228,0.138730744,0.889662923,0.99722229
KDM3A,649.3295086,0.023724121,0.185259913,0.128058579,0.898102615,0.99722229
MT1DP,0.280984132,0.023782326,0.165676953,0.143546377,0.885858687,0.99722229
TAOK1,790.0416342,0.023783827,0.212697489,0.111819969,0.910966154,0.99722229
RSL24D1P6,0.44170031,0.023792867,0.223190978,0.106603178,0.915103798,0.99722229
ERICH6B,0.797691169,0.023809335,0.283856471,0.083878078,0.93315337,0.99722229
ANKRD36BP2,10.28965148,0.023820529,0.326611871,0.072932221,0.941860054,0.99722229
SUV39H1,36.38185058,0.023839137,0.200102675,0.119134523,0.90516878,0.99722229
IGBP1P1,0.60952663,0.023840173,0.259447931,0.091888084,0.926786959,0.99722229
AC087276.1,0.448385039,0.023858078,0.227087247,0.105061286,0.916327179,0.99722229
IGFL4,0.322957262,0.023858171,0.215043792,0.110945639,0.911659454,0.99722229
MAN2A1,397.2574256,0.023859677,0.191311785,0.12471619,0.900748239,0.99722229
MICA,90.23569089,0.023869285,0.219442556,0.108772363,0.913383045,0.99722229
RRAGB,42.5146735,0.023876673,0.208867964,0.114314671,0.908988353,0.99722229
RPL7P57,0.653745158,0.023907291,0.281350743,0.084973265,0.932282646,0.99722229
SNRPB,432.1258103,0.023946268,0.184951954,0.129472913,0.896983457,0.99722229
EYA2,0.279813405,0.023950013,0.167785517,0.142741838,0.886494073,0.99722229
SLU7,616.9817553,0.023971632,0.197268571,0.121517746,0.90328096,0.99722229
SLC35B1,124.8653782,0.023987053,0.18126686,0.13233005,0.89472324,0.99722229
AC018521.6,1.607153968,0.024010759,0.324838981,0.073915881,0.941077319,0.99722229
AC126615.1,0.39273171,0.024101195,0.214849152,0.112177287,0.910682838,0.99722229
AL021937.1,1.073843117,0.024167542,0.299929416,0.080577433,0.935778014,0.99722229
PPP1R8,238.4712083,0.024175177,0.130429247,0.18535089,0.852953825,0.99722229
SYNCRIP,512.6584431,0.024219515,0.145081619,0.166937169,0.867419487,0.99722229
TCEA1,184.5775477,0.024225064,0.116796763,0.207412119,0.835688019,0.99722229
AL050331.3,0.557798043,0.024230751,0.19853049,0.122050526,0.902859003,0.99722229
FTSJ1,137.6911861,0.024234242,0.149968436,0.16159562,0.871624307,0.99722229
AL590705.5,6.618619765,0.024259253,0.324090144,0.074853411,0.940331345,0.99722229
ZNHIT2,21.77710128,0.024263301,0.282843026,0.085783627,0.931638422,0.99722229
ZBED6CL,57.8640327,0.024294804,0.209102066,0.116186344,0.90750486,0.99722229
SCAPER,72.27396336,0.024297302,0.165091277,0.147174958,0.882993926,0.99722229
LRRC66,0.422475534,0.024318304,0.233693719,0.10406058,0.917121273,0.99722229
AC010326.4,7.464150622,0.024348875,0.302041463,0.080614347,0.935748656,0.99722229
AL096701.1,2.189505528,0.024349829,0.327989482,0.074239663,0.940819687,0.99722229
MOGS,318.6839277,0.024360929,0.163622603,0.148884866,0.881644484,0.99722229
RBFA,21.17361741,0.024378926,0.273104341,0.089265979,0.928870531,0.99722229
NRAS,306.1096368,0.024397715,0.165361273,0.147541891,0.882704318,0.99722229
HARS,209.011758,0.024398608,0.13254563,0.184077046,0.853953013,0.99722229
KDELR1,259.3410511,0.02441824,0.18493271,0.132038513,0.894953829,0.99722229
AC126773.4,0.538206997,0.024423641,0.257784284,0.094744491,0.924517779,0.99722229
GPRC5D,2.796885004,0.024429863,0.310293712,0.078731415,0.937246257,0.99722229
AL450226.2,0.303486181,0.024431012,0.132373383,0.184561362,0.853573094,0.99722229
GTF2H2B,0.303486181,0.024431012,0.132373383,0.184561362,0.853573094,0.99722229
IGHD5-12,0.303486181,0.024431012,0.132373383,0.184561362,0.853573094,0.99722229
IGLV3-24,0.303486181,0.024431012,0.132373383,0.184561362,0.853573094,0.99722229
RASD2,0.303486181,0.024431012,0.132373383,0.184561362,0.853573094,0.99722229
RNU6-25P,0.303486181,0.024431012,0.132373383,0.184561362,0.853573094,0.99722229
SLC18A3,0.303486181,0.024431012,0.132373383,0.184561362,0.853573094,0.99722229
AC009977.1,0.199366052,0.024431014,0.132373383,0.184561377,0.853573082,0.99722229
AC025627.3,0.222080087,0.024431014,0.132373383,0.184561377,0.853573082,0.99722229
AC026954.1,0.168255337,0.024431014,0.132373383,0.184561377,0.853573082,0.99722229
AC093390.2,0.168255337,0.024431014,0.132373383,0.184561377,0.853573082,0.99722229
AL137798.1,0.13478786,0.024431014,0.132373383,0.184561377,0.853573082,0.99722229
AL391421.1,0.199366052,0.024431014,0.132373383,0.184561377,0.853573082,0.99722229
MROH5,0.168255337,0.024431014,0.132373383,0.184561377,0.853573082,0.99722229
NR0B2,0.222080087,0.024431014,0.132373383,0.184561377,0.853573082,0.99722229
OR52V1P,0.13478786,0.024431014,0.132373383,0.184561377,0.853573082,0.99722229
RN7SL505P,0.222080087,0.024431014,0.132373383,0.184561377,0.853573082,0.99722229
SLC28A2,0.168255337,0.024431014,0.132373383,0.184561377,0.853573082,0.99722229
SPATA22,0.199366052,0.024431014,0.132373383,0.184561377,0.853573082,0.99722229
TICAM2,0.13478786,0.024431014,0.132373383,0.184561377,0.853573082,0.99722229
VSNL1,0.13478786,0.024431014,0.132373383,0.184561377,0.853573082,0.99722229
AC012085.2,0.156321904,0.024431014,0.132373383,0.184561377,0.853573082,0.99722229
AC115220.1,0.15336668,0.024431014,0.132373383,0.184561377,0.853573082,0.99722229
AL078645.2,0.156321904,0.024431014,0.132373383,0.184561377,0.853573082,0.99722229
AP001496.2,0.156321904,0.024431014,0.132373383,0.184561377,0.853573082,0.99722229
DUOX2,0.156321904,0.024431014,0.132373383,0.184561377,0.853573082,0.99722229
GUCY1A2,0.156321904,0.024431014,0.132373383,0.184561377,0.853573082,0.99722229
MAB21L2,0.15336668,0.024431014,0.132373383,0.184561377,0.853573082,0.99722229
MTCYBP22,0.156321904,0.024431014,0.132373383,0.184561377,0.853573082,0.99722229
AC002558.3,0.199175618,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
AC005183.1,0.200160693,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
AC007040.2,0.204138504,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
AC025458.1,0.192982678,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
AC134349.2,0.199175618,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
AC215522.1,0.199175618,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
AL365259.1,0.192982678,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
ALDH1A3,0.205806036,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
ATRNL1,0.199175618,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
ITFG1-AS1,0.18619692,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
NEU4,0.200160693,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
RASSF8-AS1,0.192982678,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
RNU6-1238P,0.199175618,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
RPL21P42,0.204138504,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
AC002553.2,0.176271149,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
AC004224.1,0.157099511,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
AC004381.1,0.154351755,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
AC004771.2,0.185018002,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
AC005625.1,0.156313924,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
AC007938.2,0.158329566,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
AC008498.2,0.149143889,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
AC008663.3,0.149143889,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
AC008764.10,0.164277526,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
AC009094.1,0.156313924,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
AC009779.4,0.1409808,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
AC009951.2,0.149143889,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
AC010186.1,0.188995813,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
AC010320.5,0.158329566,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
AC011773.3,0.185018002,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
AC013476.1,0.171590403,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
AC015849.6,0.156313924,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
AC015922.4,0.167612592,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
AC015967.1,0.164277526,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
AC016168.1,0.191020633,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
AC016894.1,0.176271149,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
AC020978.3,0.191020633,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
AC022296.3,0.14717374,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
AC022497.1,0.164277526,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
AC024884.2,0.163885269,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
AC025423.1,0.188995813,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
AC025884.2,0.145943686,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
AC026401.1,0.170669953,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
AC032044.2,0.14717374,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
AC034228.1,0.155336829,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
AC040934.1,0.203406513,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
AC040975.1,0.164277526,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
AC048338.2,0.16992287,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
AC068389.4,0.163292451,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
AC072039.2,0.171590403,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
AC074050.4,0.155336829,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
AC074194.2,0.157099511,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
AC078886.1,0.158329566,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
AC079741.1,0.160299715,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
AC087672.2,0.203406513,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
AC092745.2,0.155336829,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
AC096711.1,0.156313924,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
AC098591.2,0.163292451,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
AC098679.4,0.141965875,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
AC099329.2,0.155336829,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
AC106047.2,0.1409808,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
AC107398.1,0.160299715,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
AC107398.2,0.157099511,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
AC125603.2,0.160434577,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
AC136428.4,0.170669953,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
AC141586.2,0.205376663,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
AC145423.2,0.1409808,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
AC243772.3,0.155336829,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
AC254562.2,0.163292451,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
ACTBP7,0.163292451,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
AF131215.1,0.14717374,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
AL031289.1,0.164277526,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
AL109947.1,0.160299715,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
AL110115.1,0.1409808,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
AL136310.1,0.157099511,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
AL139241.1,0.166627517,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
AL157834.1,0.160434577,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
AL157884.2,0.1409808,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
AL162390.1,0.178625575,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
AL359182.2,0.14717374,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
AL590648.1,0.184032928,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
ANKRD18CP,0.164277526,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
ANKRD7,0.157099511,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
AP000580.1,0.177839988,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
AP001043.1,0.141965875,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
AP001619.1,0.164277526,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
AP005119.2,0.185018002,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
APOBEC4,0.158329566,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
ARL6IP1P2,0.160434577,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
AS3MT,0.168699804,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
ASH2LP2,0.14717374,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
ATE1-AS1,0.145943686,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
BIRC6-AS2,0.154351755,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
BX322784.1,0.160299715,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
C1QBPP2,0.145943686,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
CARMN,0.154351755,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
CHCHD4P2,0.155336829,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
CLK2P1,0.170669953,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
CTNNA3,0.163292451,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
DNAH9,0.206937397,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
DOK5,0.163292451,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
DUTP1,0.184032928,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
EIF4BP3,0.160434577,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
ELOVL2,0.14717374,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
EPO,0.161967248,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
ERHP1,0.191020633,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
FAM170B-AS1,0.141965875,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
FAM92B,0.158329566,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
FCF1P1,0.155336829,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
FOXE1,0.1409808,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
FRK,0.157099511,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
FST,0.149143889,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
FUNDC2P4,0.1409808,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
GML,0.16992287,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
GOLGA8J,0.164277526,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
GOLGA8S,0.190663346,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
HMGB1P6,0.154351755,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
HMGB3P14,0.163292451,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
HSPE1P13,0.154351755,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
IGHV1OR15-3,0.145943686,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
IGHV3OR16-15,0.14717374,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
IGLV1-62,0.1409808,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
IGSF11,0.163292451,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
KRT18P39,0.14717374,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
LDHAL6B,0.149143889,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
LHFPL4,0.181960641,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
LINC01978,0.154351755,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
MFSD1P1,0.154351755,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
MID1,0.154351755,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
MIR1285-1,0.176271149,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
MIR340,0.158329566,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
MIR3690,0.154351755,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
MIR6871,0.157099511,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
MIR7847,0.1409808,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
MTND4LP7,0.1409808,0.024431025,0.132373383,0.184561462,0.853573016,0.99722229
